code,industry,industry_detail
SH603589,白酒,白酒
SZ301190,化学原料,其他化学原料
SZ300648,电池,锂电专用设备
SH600104,汽车整车,乘用车
SH600621,证券,证券
SH601788,证券,证券
SZ300094,养殖业,水产养殖
SZ002023,军工装备,航空装备
SZ000020,光学光电子,面板
SZ300832,医疗器械,体外诊断
SZ000029,房地产,住宅开发
SH688305,通用设备,机床工具
SZ301092,塑料制品,合成树脂
SZ300103,专用设备,其他专用设备
SZ002741,电子化学品,电子化学品
SZ002892,电机,电机
SZ300540,专用设备,其他专用设备
SZ002847,食品加工制造,休闲食品
SZ000938,IT服务,IT服务
SZ301448,通用设备,其他通用设备
SZ002439,软件开发,横向通用软件
SZ301121,电池,锂电池
SZ002992,光学光电子,LED
SZ000409,IT服务,IT服务
SH603351,化学制药,原料药
SZ002292,影视院线,影视院线
SH603168,化学制药,化学制剂
SZ300917,房地产,房地产服务
SH688306,自动化设备,其他自动化设备
SZ001382,电网设备,线缆部件及其他
SZ002659,教育,教育
SZ002103,家居用品,文娱用品
SH688439,军工电子,军工电子
SH600835,专用设备,楼宇设备
SZ300521,专用设备,印刷包装机械
SZ300933,电网设备,线缆部件及其他
SH603180,家居用品,定制家居
SH603338,工程机械,工程机械
SH603014,医疗器械,医疗耗材
SH603801,家居用品,定制家居
SH688171,软件开发,横向通用软件
SH601098,文化传媒,出版
SZ001395,专用设备,其他专用设备
SZ002790,家居用品,其他家居用品
SZ002252,生物制品,血液制品
SH603275,自动化设备,工控设备
SZ300219,光学光电子,LED
SH688618,通信设备,通信网络设备及器件
SH600703,光学光电子,LED
SZ002540,工业金属,铝
SZ301511,电池,锂电池
SZ300467,游戏,游戏
SZ300250,IT服务,IT服务
SH600459,小金属,其他小金属
SZ300098,通信设备,通信网络设备及器件
SH600212,其他电源设备,其他电源设备
SH688219,塑料制品,改性塑料
SZ002681,消费电子,消费电子零部件及组装
SZ300466,通用设备,仪器仪表
SZ300599,建筑材料,管材
SZ002462,医药商业,医药流通
SZ001391,物流,物流
SZ000758,工业金属,铅锌
SH600497,工业金属,铅锌
SZ300551,计算机设备,其他计算机设备
SH603266,汽车零部件,车身附件及饰件
SH600641,半导体,半导体材料
SZ301581,汽车零部件,汽车电子电气系统
SZ300082,化学原料,其他化学原料
SH600444,专用设备,其他专用设备
SZ300950,专用设备,能源及重型设备
SH600618,化学原料,氯碱
SH603092,风电设备,风电零部件
SH603960,自动化设备,其他自动化设备
SZ002986,石油加工贸易,石油加工
SH688334,其他社会服务,专业服务
SH688148,电池,电池化学品
SZ002736,证券,证券
SH603267,军工电子,军工电子
SZ002256,电力,新能源发电
SH603637,建筑装饰,专业工程
SH603126,环境治理,固废治理
SH603023,汽车零部件,汽车电子电气系统
SH603718,医疗器械,医疗耗材
SH603072,金属新材料,磁性材料
SH601298,港口航运,港口
SZ000568,白酒,白酒
SZ300271,软件开发,垂直应用软件
SZ002140,建筑装饰,专业工程
SH600877,半导体,模拟芯片设计
SZ002204,专用设备,能源及重型设备
SH688299,光学光电子,面板
SZ000969,金属新材料,其他金属新材料
SZ002577,计算机设备,其他计算机设备
SZ300697,工业金属,铜
SH601966,汽车零部件,轮胎轮毂
SZ002088,建筑材料,耐火材料
SH603577,电网设备,线缆部件及其他
SZ002137,光学光电子,LED
SH600351,中药,中药
SH603027,食品加工制造,调味发酵品
SZ002248,通用设备,机床工具
SZ000707,化学原料,纯碱
SZ003039,环境治理,水务及水治理
SH600800,石油加工贸易,石油加工
SH603379,化学制品,氟化工
SH688121,专用设备,能源及重型设备
SZ301262,文化传媒,电视广播
SZ300865,专用设备,能源及重型设备
SH600007,房地产,商业地产
SZ300443,风电设备,风电零部件
SZ002112,电网设备,输变电设备
SZ301616,通用设备,其他通用设备
SZ300290,IT服务,IT服务
SZ301170,汽车零部件,底盘与发动机系统
SZ300306,通用设备,仪器仪表
SZ300987,文化传媒,数字媒体
SZ002238,文化传媒,电视广播
SZ300398,电子化学品,电子化学品
SZ301289,其他社会服务,专业服务
SZ002167,小金属,其他小金属
SH600063,化学纤维,其他纤维
SZ300242,文化传媒,广告营销
SZ000655,钢铁,冶钢原料
SH603719,食品加工制造,休闲食品
SH600580,电机,电机
SZ300061,文化传媒,广告营销
SZ300348,软件开发,垂直应用软件
SZ301026,小金属,其他小金属
SZ000420,化学纤维,粘胶
SZ301565,塑料制品,膜材料
SZ002270,电网设备,输变电设备
SZ002725,汽车零部件,轮胎轮毂
SZ000779,建筑装饰,工程咨询服务
SH605580,电力,热力
SZ300939,光学光电子,面板
SZ002506,光伏设备,光伏电池组件
SZ002148,通信服务,通信应用增值服务
SZ002279,软件开发,横向通用软件
SZ002350,电网设备,输变电设备
SZ300667,通用设备,仪器仪表
SZ002045,消费电子,品牌消费电子
SH601666,煤炭开采加工,煤炭开采
SZ301222,电池,其他电池
SZ002226,化学制品,民爆用品
SZ300450,电池,锂电专用设备
SH688182,通信设备,通信网络设备及器件
SH603738,元件,被动元件
SH603418,汽车零部件,车身附件及饰件
SH600203,消费电子,消费电子零部件及组装
SH688386,塑料制品,膜材料
SZ300375,汽车零部件,底盘与发动机系统
SZ002942,农化制品,农药
SH600053,多元金融,多元金融
SH600536,IT服务,IT服务
SZ300719,军工装备,航空装备
SZ002161,其他电子,其他电子
SH688778,电池,电池化学品
SZ000591,电力,新能源发电
SH603029,专用设备,农用机械
SZ002657,IT服务,IT服务
SZ000628,建筑装饰,房屋建设
SZ300809,通用设备,机床工具
SH603900,服装家纺,饰品
SZ300795,其他社会服务,专业服务
SZ301578,黑色家电,其他黑色家电
SZ301023,电机,电机
SH600770,综合,综合
SZ300066,通用设备,仪器仪表
SZ300949,建筑装饰,装饰园林
SH601888,零售,旅游零售
SZ301559,通用设备,金属制品
SH688163,生物制品,血液制品
SZ002327,服装家纺,家纺
SH603848,家居用品,成品家居
SH603408,家居用品,其他家居用品
SZ002520,通用设备,机床工具
SZ301360,自动化设备,其他自动化设备
SZ001366,农产品加工,畜禽饲料
SH688779,电池,电池化学品
SH600651,汽车零部件,汽车电子电气系统
SZ301418,自动化设备,工控设备
SH603162,港口航运,航运
SH603282,环保设备,环保设备
SH688071,专用设备,其他专用设备
SZ300893,汽车零部件,车身附件及饰件
SZ000881,化学制品,其他化学制品
SZ002014,包装印刷,包装
SZ300892,饮料制造,乳品
SZ300718,通用设备,金属制品
SZ002356,零售,百货零售
SZ300386,计算机设备,其他计算机设备
SH688377,专用设备,能源及重型设备
SZ300126,通用设备,其他通用设备
SZ000953,化学制药,原料药
SZ000536,光学光电子,面板
SH688257,通用设备,金属制品
SH603310,化学制品,氟化工
SH601008,港口航运,港口
SH688122,军工装备,航空装备
SZ000553,农化制品,农药
SH600273,化学制品,其他化学制品
SH601096,电网设备,线缆部件及其他
SZ000955,纺织制造,其他纺织
SZ000910,家居用品,瓷砖地板
SH688739,生物制品,疫苗
SH600300,饮料制造,软饮料
SZ300990,通用设备,制冷空调设备
SZ300989,建筑装饰,工程咨询服务
SH605336,厨卫电器,厨卫电器
SH603648,物流,物流
SZ300770,文化传媒,电视广播
SZ301575,家居用品,其他家居用品
SZ002057,其他社会服务,专业服务
SZ002950,医疗器械,医疗耗材
SZ300510,电网设备,电气自控设备
SZ001226,工程机械,工程机械
SZ300572,通用设备,仪器仪表
SZ300783,食品加工制造,休闲食品
SZ001386,家居用品,瓷砖地板
SH603392,医疗器械,体外诊断
SZ301053,专用设备,纺织服装设备
SZ002343,影视院线,影视院线
SZ002362,软件开发,垂直应用软件
SZ001279,包装印刷,印刷
SZ002117,包装印刷,印刷
SH603466,文化传媒,数字媒体
SH600885,电网设备,输变电设备
SZ301502,电机,电机
SZ300141,电网设备,输变电设备
SZ300182,影视院线,影视院线
SH601600,工业金属,铝
SH600507,钢铁,特钢
SZ301505,建筑装饰,工程咨询服务
SH601999,文化传媒,出版
SH601555,证券,证券
SZ301311,通用设备,其他通用设备
SH688636,军工电子,军工电子
SZ301231,文化传媒,出版
SZ002877,通用设备,金属制品
SZ002530,通用设备,其他通用设备
SH688084,军工电子,军工电子
SZ300067,化学制品,纺织化学用品
SZ002802,化学制品,其他化学制品
SH603080,燃气,燃气
SH601339,纺织制造,棉纺
SH603383,软件开发,垂直应用软件
SZ300148,文化传媒,出版
SH603661,家居用品,成品家居
SH603860,建筑装饰,工程咨询服务
SH600560,专用设备,能源及重型设备
SH605186,自动化设备,其他自动化设备
SH603231,农产品加工,粮油加工
SZ301113,家居用品,其他家居用品
SH600628,零售,百货零售
SH603706,燃气,燃气
SZ002551,医疗器械,医疗耗材
SZ002420,汽车零部件,车身附件及饰件
SZ002967,其他社会服务,专业服务
SH600328,化学原料,无机盐
SH601336,保险,保险
SZ002154,服装家纺,服装
SH601198,证券,证券
SZ002971,化学制品,其他化学制品
SH600221,机场航运,航空运输
SH688570,自动化设备,工控设备
SH688586,军工装备,航空装备
SZ300805,文化传媒,广告营销
SZ300252,军工电子,军工电子
SZ000031,房地产,商业地产
SZ000712,证券,证券
SH600829,医药商业,医药流通
SZ002685,工程机械,工程机械
SZ002875,服装家纺,服装
SH603232,软件开发,横向通用软件
SZ002888,消费电子,品牌消费电子
SZ300898,饮料制造,乳品
SH600983,白色家电,冰洗
SZ002442,橡胶制品,炭黑
SZ002884,通用设备,其他通用设备
SZ300220,自动化设备,激光设备
SZ002646,白酒,白酒
SZ002191,包装印刷,包装
SZ301039,汽车整车,商用载货车
SZ002817,医疗器械,医疗耗材
SH603600,家居用品,成品家居
SZ002358,电网设备,输变电设备
SH603683,化学制品,其他化学制品
SH688509,IT服务,IT服务
SH600572,中药,中药
SZ001338,农产品加工,其他农产品加工
SZ001323,家居用品,成品家居
SH600882,饮料制造,乳品
SH688311,军工电子,军工电子
SZ002011,白色家电,家电零部件
SH688450,电网设备,电气自控设备
SH600771,中药,中药
SH605033,农化制品,农药
SZ300848,化学制品,聚氨酯
SZ002606,电网设备,线缆部件及其他
SZ300075,软件开发,垂直应用软件
SZ002524,医疗服务,医院
SH688620,半导体,数字芯片设计
SH600640,文化传媒,数字媒体
SH600288,软件开发,横向通用软件
SH603194,工程机械,工程机械
SZ300674,IT服务,IT服务
SZ301456,风电设备,风电零部件
SZ002286,农产品加工,其他农产品加工
SH600529,医疗器械,医疗耗材
SZ300380,软件开发,垂直应用软件
SZ002977,军工电子,军工电子
SH603518,服装家纺,服装
SZ002052,其他电源设备,其他电源设备
SZ300945,服装家纺,饰品
SZ002062,建筑装饰,基础建设
SZ301025,文化传媒,出版
SZ002727,医药商业,药店
SZ300289,医疗器械,体外诊断
SZ002398,建筑材料,其他建材
SZ002857,电网设备,电气自控设备
SH603171,IT服务,IT服务
SZ300137,环保设备,环保设备
SZ300747,自动化设备,激光设备
SH603324,环保设备,环保设备
SH600808,钢铁,普钢
SH600610,化学原料,其他化学原料
SH603927,软件开发,垂直应用软件
SZ300852,元件,印制电路板
SH688218,自动化设备,机器人
SZ301272,通用设备,制冷空调设备
SZ301078,零售,专业连锁
SZ001296,非金属材料,非金属材料
SZ000837,通用设备,机床工具
SZ000032,建筑装饰,专业工程
SZ000751,工业金属,铅锌
SZ002846,包装印刷,包装
SH600958,证券,证券
SZ300035,电池,电池化学品
SZ002585,塑料制品,膜材料
SH601901,证券,证券
SH603096,文化传媒,出版
SZ301468,专用设备,其他专用设备
SZ300036,软件开发,垂直应用软件
SH600308,造纸,造纸
SZ000733,军工电子,军工电子
SH600420,化学制药,化学制剂
SZ300796,农化制品,农药
SZ002481,农产品加工,其他农产品加工
SH688283,通信设备,其他通信设备
SH688538,光学光电子,面板
SH603995,钢铁,特钢
SZ301049,环境治理,固废治理
SZ301560,汽车零部件,底盘与发动机系统
SZ300680,汽车零部件,底盘与发动机系统
SH603836,物流,物流
SZ002337,专用设备,其他专用设备
SZ300382,专用设备,其他专用设备
SH605188,零售,百货零售
SZ301320,自动化设备,工控设备
SZ001202,物流,物流
SH688728,半导体,数字芯片设计
SH688050,医疗器械,医疗耗材
SH601696,证券,证券
SH603260,化学制品,有机硅
SZ002765,汽车零部件,底盘与发动机系统
SZ300575,农化制品,农药
SH601187,银行,城商行
SH600138,旅游及酒店,人工景点
SH600299,化学制品,食品及饲料添加剂
SZ300797,其他社会服务,专业服务
SZ300068,电池,锂电池
SH603214,零售,专业连锁
SZ002968,房地产,房地产服务
SH600575,电力,火电
SZ300826,建筑装饰,工程咨询服务
SZ300817,通用设备,金属制品
SZ300732,建筑装饰,工程咨询服务
SZ300247,小家电,小家电
SH601003,钢铁,普钢
SZ300218,塑料制品,其他塑料制品
SH601567,电网设备,输变电设备
SZ301028,通用设备,其他通用设备
SH600095,证券,证券
SH688065,化学制品,其他化学制品
SZ000538,中药,中药
SH603797,环境治理,水务及水治理
SH603726,白色家电,家电零部件
SZ002457,建筑材料,管材
SH603075,白色家电,家电零部件
SZ300849,美容护理,化妆品
SH601059,证券,证券
SH688577,通用设备,机床工具
SH688056,通用设备,仪器仪表
SZ300112,通用设备,仪器仪表
SH688279,半导体,数字芯片设计
SZ000798,养殖业,海洋捕捞
SZ300070,环境治理,水务及水治理
SZ000708,钢铁,特钢
SH603786,汽车零部件,汽车电子电气系统
SH603605,美容护理,化妆品
SZ000166,证券,证券
SZ301439,电网设备,线缆部件及其他
SH601921,文化传媒,出版
SH600456,小金属,其他小金属
SH601000,港口航运,港口
SH600418,汽车整车,商用载货车
SZ300324,计算机设备,其他计算机设备
SZ001298,其他电子,其他电子
SZ000404,白色家电,家电零部件
SZ301337,软件开发,垂直应用软件
SZ301197,通用设备,仪器仪表
SZ300267,化学制药,原料药
SH600036,银行,股份制银行
SZ300230,塑料制品,其他塑料制品
SH600208,房地产,住宅开发
SH600839,黑色家电,彩电
SZ000545,化学原料,钛白粉
SZ000507,港口航运,港口
SH605299,家居用品,文娱用品
SZ001356,家居用品,其他家居用品
SZ003026,半导体,半导体材料
SH603598,文化传媒,广告营销
SH600909,证券,证券
SZ300717,塑料制品,其他塑料制品
SZ002982,养殖业,肉鸡养殖
SZ300387,农化制品,复合肥
SZ300758,化学制品,涂料油墨
SZ301629,半导体,半导体设备
SH600436,中药,中药
SZ000795,金属新材料,磁性材料
SZ301159,软件开发,垂直应用软件
SZ300821,化学制品,有机硅
SZ001260,汽车零部件,车身附件及饰件
SZ301160,通用设备,金属制品
SZ301586,军工装备,航空装备
SH600570,软件开发,垂直应用软件
SZ300842,光伏设备,光伏辅材
SZ300781,文化传媒,广告营销
SZ000002,房地产,住宅开发
SH603069,公路铁路运输,公交
SZ000819,石油加工贸易,石油加工
SH688583,通用设备,仪器仪表
SH600707,光学光电子,面板
SZ300388,环境治理,水务及水治理
SH603370,电机,电机
SZ301001,互联网电商,互联网电商
SH605066,电网设备,输变电设备
SH600728,IT服务,IT服务
SH603341,消费电子,消费电子零部件及组装
SH603617,通用设备,其他通用设备
SZ002037,化学制品,民爆用品
SZ300323,光学光电子,LED
SZ301195,软件开发,垂直应用软件
SZ002275,中药,中药
SZ300529,医疗器械,医疗耗材
SZ300535,化学制品,其他化学制品
SH601882,通用设备,机床工具
SZ300040,电力,电能综合服务
SH603368,医药商业,医药流通
SH601019,文化传媒,出版
SZ000007,零售,商业物业经营
SH600477,建筑装饰,专业工程
SZ002879,电网设备,线缆部件及其他
SZ300883,包装印刷,包装
SH600185,零售,旅游零售
SH600859,零售,百货零售
SZ301585,化学制品,纺织化学用品
SZ002094,家居用品,其他家居用品
SZ002893,电力,热力
SH688296,软件开发,垂直应用软件
SZ300031,游戏,游戏
SH600268,电网设备,电气自控设备
SH601956,白色家电,家电零部件
SZ002125,电池,电池化学品
SH688651,软件开发,横向通用软件
SZ002946,饮料制造,乳品
SZ002458,养殖业,肉鸡养殖
SZ002945,证券,证券
SH688789,专用设备,纺织服装设备
SH600609,汽车零部件,车身附件及饰件
SZ002467,通信服务,通信应用增值服务
SZ301307,通信设备,通信网络设备及器件
SZ300504,通信设备,通信终端及配件
SZ002835,计算机设备,安防设备
SZ002542,建筑装饰,专业工程
SZ001373,光学光电子,光学元件
SH601360,软件开发,横向通用软件
SH603239,汽车零部件,其他汽车零部件
SH688619,计算机设备,安防设备
SZ002276,电网设备,线缆部件及其他
SH603050,电网设备,电气自控设备
SZ301332,小家电,小家电
SZ002388,其他电子,其他电子
SZ002201,建筑材料,玻璃玻纤
SH600048,房地产,住宅开发
SZ002304,白酒,白酒
SZ301131,塑料制品,改性塑料
SH601636,建筑材料,玻璃玻纤
SZ002219,医疗服务,医院
SH603350,电机,电机
SZ000988,自动化设备,激光设备
SH600143,塑料制品,改性塑料
SH603223,石油加工贸易,油品石化贸易
SH688802,半导体,数字芯片设计
SZ000869,饮料制造,其他酒类
SZ002425,游戏,游戏
SH601377,证券,证券
SZ003040,通信设备,通信终端及配件
SZ300457,电池,锂电专用设备
SZ002081,建筑装饰,装饰园林
SZ000889,通信服务,通信工程及服务
SH603606,电网设备,线缆部件及其他
SH603167,港口航运,航运
SH600375,汽车整车,商用载货车
SZ000544,环境治理,水务及水治理
SH600062,化学制药,化学制剂
SZ300105,环保设备,环保设备
SH600373,文化传媒,出版
SZ000563,多元金融,多元金融
SH603609,农产品加工,畜禽饲料
SH688455,通用设备,其他通用设备
SH688781,光学光电子,面板
SZ002714,养殖业,生猪养殖
SZ002683,化学制品,民爆用品
SZ300919,电池,电池化学品
SH603213,化学原料,氯碱
SZ000100,光学光电子,面板
SZ002735,包装印刷,包装
SZ000530,通用设备,制冷空调设备
SZ301246,化学制药,原料药
SZ301291,电网设备,输变电设备
SH603173,专用设备,能源及重型设备
SZ002987,软件开发,垂直应用软件
SZ300256,消费电子,消费电子零部件及组装
SZ002194,通信设备,通信网络设备及器件
SZ000567,多元金融,多元金融
SH605180,纺织制造,其他纺织
SZ300287,IT服务,IT服务
SZ000852,专用设备,能源及重型设备
SZ001313,农产品加工,水产饲料
SZ002696,农产品加工,水产饲料
SH603662,通用设备,仪器仪表
SH600419,饮料制造,乳品
SZ301215,汽车服务及其他,汽车服务
SH600061,证券,证券
SH688722,化学纤维,其他纤维
SZ002724,光学光电子,LED
SH600452,电力,电能综合服务
SZ301031,其他电子,其他电子
SZ300351,轨交设备,轨交设备
SZ002562,化学制品,食品及饲料添加剂
SZ002373,IT服务,IT服务
SH600990,军工电子,军工电子
SH603280,工程机械,工程机械
SH603881,通信服务,通信应用增值服务
SH603501,半导体,数字芯片设计
SZ002184,自动化设备,工控设备
SZ300079,IT服务,IT服务
SZ300543,消费电子,消费电子零部件及组装
SZ001872,港口航运,港口
SZ301152,电池,电池化学品
SZ002369,消费电子,消费电子零部件及组装
SH603777,食品加工制造,休闲食品
SH603209,港口航运,航运
SZ002339,电网设备,电气自控设备
SH603210,汽车零部件,其他汽车零部件
SZ300197,环境治理,综合环境治理
SH601222,电网设备,电气自控设备
SZ301626,消费电子,消费电子零部件及组装
SZ000726,纺织制造,棉纺
SH603788,汽车零部件,底盘与发动机系统
SZ300188,软件开发,横向通用软件
SZ301002,光学光电子,LED
SH603990,软件开发,垂直应用软件
SZ300176,汽车零部件,底盘与发动机系统
SH601919,港口航运,航运
SH600551,文化传媒,出版
SH603190,汽车零部件,其他汽车零部件
SZ000948,软件开发,垂直应用软件
SZ000796,旅游及酒店,旅游综合
SZ002915,化学制品,氟化工
SH600649,房地产,住宅开发
SZ300474,军工电子,军工电子
SZ300150,IT服务,IT服务
SZ300737,建筑材料,其他建材
SH688019,电子化学品,电子化学品
SZ002907,中药,中药
SH600388,环保设备,环保设备
SZ000012,建筑材料,玻璃玻纤
SZ000059,石油加工贸易,石油加工
SZ002165,化学制品,聚氨酯
SZ002829,军工装备,航天装备
SH603106,计算机设备,其他计算机设备
SZ301378,软件开发,垂直应用软件
SH600782,钢铁,普钢
SZ002614,小家电,小家电
SH601066,证券,证券
SZ301369,半导体,半导体设备
SZ002722,专用设备,纺织服装设备
SH600883,种植业与林业,其他种植业
SH601061,贸易,贸易
SH600284,建筑装饰,基础建设
SH603357,建筑装饰,工程咨询服务
SZ300978,汽车零部件,车身附件及饰件
SH600819,建筑材料,玻璃玻纤
SH603345,食品加工制造,预加工食品
SH600535,中药,中药
SH600004,机场航运,机场
SZ301220,化学制品,食品及饲料添加剂
SH603701,汽车零部件,底盘与发动机系统
SZ300129,风电设备,风电零部件
SZ301075,化学制药,化学制剂
SZ002123,通信服务,通信应用增值服务
SH601399,专用设备,能源及重型设备
SZ002572,家居用品,定制家居
SH600515,机场航运,机场
SZ002402,白色家电,家电零部件
SZ001396,其他社会服务,专业服务
SZ003025,通用设备,机床工具
SZ000885,环境治理,固废治理
SH603327,消费电子,消费电子零部件及组装
SZ002747,自动化设备,机器人
SH600449,建筑材料,水泥
SZ301515,医疗器械,医疗设备
SH600218,汽车零部件,底盘与发动机系统
SZ300354,通用设备,仪器仪表
SH603018,建筑装饰,工程咨询服务
SZ300047,软件开发,垂直应用软件
SH605368,燃气,燃气
SZ002617,电力,新能源发电
SH600170,建筑装饰,房屋建设
SZ002303,包装印刷,包装
SH600261,光学光电子,LED
SH600019,钢铁,普钢
SZ300586,塑料制品,改性塑料
SZ002227,其他电源设备,其他电源设备
SH600655,零售,商业物业经营
SH600787,物流,物流
SZ002170,农化制品,复合肥
SH600131,IT服务,IT服务
SH688203,塑料制品,改性塑料
SH688631,软件开发,垂直应用软件
SH600055,医疗器械,医疗设备
SH603611,工程机械,工程机械
SZ000858,白酒,白酒
SZ000902,农化制品,复合肥
SZ002516,汽车零部件,车身附件及饰件
SZ003029,软件开发,横向通用软件
SZ300355,环境治理,综合环境治理
SZ002809,化学制品,其他化学制品
SZ002141,养殖业,动物保健
SZ000026,服装家纺,饰品
SH600109,证券,证券
SZ000028,医药商业,医药流通
SZ301199,自动化设备,机器人
SZ000683,化学原料,纯碱
SH601200,环境治理,固废治理
SH605365,光学光电子,LED
SZ000803,环境治理,固废治理
SZ001234,服装家纺,服装
SH603899,家居用品,文娱用品
SZ300659,计算机设备,其他计算机设备
SZ300679,消费电子,消费电子零部件及组装
SH688191,IT服务,IT服务
SZ300838,通用设备,金属制品
SH600187,环境治理,水务及水治理
SH603496,计算机设备,其他计算机设备
SH688475,计算机设备,安防设备
SZ000723,煤炭开采加工,焦炭加工
SH603879,塑料制品,合成树脂
SH600973,电网设备,线缆部件及其他
SH600686,汽车整车,商用载客车
SZ301539,汽车零部件,轮胎轮毂
SH600353,其他电子,其他电子
SZ000856,专用设备,其他专用设备
SZ301580,医疗器械,医疗耗材
SZ002318,钢铁,特钢
SH600089,综合,综合
SZ002539,农化制品,复合肥
SH603888,文化传媒,数字媒体
SZ300528,影视院线,影视院线
SZ000532,多元金融,多元金融
SH600884,光学光电子,面板
SH600867,生物制品,其他生物制品
SZ002093,通信服务,通信工程及服务
SH603928,塑料制品,合成树脂
SH600873,化学制品,食品及饲料添加剂
SH603816,家居用品,成品家居
SZ301149,化学制品,其他化学制品
SZ002476,石油加工贸易,石油加工
SZ300281,专用设备,其他专用设备
SH601669,建筑装饰,基础建设
SH603102,食品加工制造,其他食品
SH688500,IT服务,IT服务
SH601512,房地产,产业地产
SH600688,石油加工贸易,石油加工
SZ002409,半导体,半导体材料
SH603175,元件,印制电路板
SH600814,零售,百货零售
SZ002763,服装家纺,服装
SH603908,服装家纺,鞋帽及其他
SZ002104,通信设备,通信终端及配件
SZ301636,光伏设备,光伏电池组件
SH600779,白酒,白酒
SH600035,公路铁路运输,高速公路
SH600880,软件开发,垂直应用软件
SZ002601,化学原料,钛白粉
SZ300983,建筑装饰,工程咨询服务
SH603982,汽车零部件,底盘与发动机系统
SH600475,电力,热力
SZ001285,汽车零部件,底盘与发动机系统
SZ001277,专用设备,能源及重型设备
SZ002537,汽车零部件,车身附件及饰件
SZ001378,塑料制品,膜材料
SZ000560,房地产,房地产服务
SH600133,环境治理,综合环境治理
SH600438,光伏设备,硅料硅片
SZ003011,家居用品,瓷砖地板
SZ001280,小金属,其他小金属
SZ002095,文化传媒,数字媒体
SZ002216,食品加工制造,预加工食品
SH603970,农化制品,农药
SH603041,化学制品,聚氨酯
SZ300902,专用设备,其他专用设备
SH601127,汽车整车,乘用车
SZ002739,影视院线,影视院线
SH603999,文化传媒,出版
SH601928,文化传媒,出版
SZ002197,IT服务,IT服务
SH600129,中药,中药
SZ002487,风电设备,风电零部件
SH600702,白酒,白酒
SZ300839,石油加工贸易,石油加工
SZ300853,自动化设备,机器人
SH688349,风电设备,风电整机
SH688183,元件,印制电路板
SZ002153,软件开发,垂直应用软件
SZ000802,影视院线,影视院线
SH600495,轨交设备,轨交设备
SZ002340,电池,电池化学品
SZ002600,消费电子,消费电子零部件及组装
SZ301057,化学纤维,涤纶
SZ002939,证券,证券
SZ300422,环境治理,水务及水治理
SZ301317,通用设备,其他通用设备
SZ300710,通信设备,通信网络设备及器件
SZ002236,计算机设备,安防设备
SH600933,汽车零部件,底盘与发动机系统
SZ002302,建筑材料,水泥
SZ300912,汽车零部件,其他汽车零部件
SZ002908,IT服务,IT服务
SZ001306,通用设备,金属制品
SZ301353,通用设备,其他通用设备
SH601900,文化传媒,出版
SZ300860,其他社会服务,专业服务
SZ300597,通信服务,通信工程及服务
SZ002677,厨卫电器,厨卫电器
SZ301577,通信设备,通信网络设备及器件
SZ300750,电池,锂电池
SH603301,医疗器械,医疗耗材
SH600833,医药商业,药店
SZ001360,专用设备,能源及重型设备
SH603035,汽车零部件,车身附件及饰件
SH603376,汽车零部件,汽车电子电气系统
SH600216,化学制药,原料药
SZ000997,计算机设备,其他计算机设备
SZ000056,零售,商业物业经营
SH603053,燃气,燃气
SZ300932,电网设备,输变电设备
SZ000686,证券,证券
SZ300087,种植业与林业,种子生产
SZ301656,汽车零部件,汽车电子电气系统
SH603406,化学纤维,涤纶
SZ300441,通用设备,其他通用设备
SH600793,造纸,造纸
SZ002415,计算机设备,安防设备
SH605339,食品加工制造,休闲食品
SH600862,军工装备,航空装备
SZ002760,通用设备,磨具磨料
SH603178,汽车零部件,底盘与发动机系统
SH600763,医疗服务,医院
SZ002223,医疗器械,医疗设备
SH600694,零售,百货零售
SH601366,零售,百货零售
SZ300894,厨卫电器,厨卫电器
SZ300708,光学光电子,LED
SZ300187,环境治理,综合环境治理
SZ300269,光学光电子,LED
SH600704,物流,物流
SH688132,军工电子,军工电子
SZ301069,化学原料,其他化学原料
SH600369,证券,证券
SZ300600,军工装备,航海装备
SH603060,其他社会服务,专业服务
SH600171,半导体,模拟芯片设计
SH688709,半导体,模拟芯片设计
SH601065,化学原料,无机盐
SH603918,IT服务,IT服务
SZ300076,光学光电子,面板
SZ301161,工程机械,工程机械
SZ002949,建筑装饰,工程咨询服务
SZ002186,旅游及酒店,餐饮
SZ002254,化学纤维,其他纤维
SZ002066,建筑材料,耐火材料
SH600182,汽车零部件,轮胎轮毂
SH601968,包装印刷,包装
SH601121,钢铁,冶钢原料
SH600962,饮料制造,软饮料
SH600132,饮料制造,啤酒
SZ002628,建筑装饰,基础建设
SH605566,化学制品,纺织化学用品
SZ000066,计算机设备,其他计算机设备
SZ002674,纺织制造,辅料
SH603535,物流,物流
SH688468,医疗器械,体外诊断
SZ001896,电力,火电
SZ300635,建筑装饰,工程咨询服务
SZ002862,家居用品,文娱用品
SZ002086,医疗器械,体外诊断
SH600971,煤炭开采加工,煤炭开采
SH601038,专用设备,农用机械
SH601881,证券,证券
SH688210,消费电子,消费电子零部件及组装
SH603588,环境治理,固废治理
SH688198,医疗器械,医疗耗材
SZ002860,白色家电,家电零部件
SZ002981,消费电子,消费电子零部件及组装
SH600400,服装家纺,服装
SH600148,汽车零部件,底盘与发动机系统
SH605158,金属新材料,其他金属新材料
SZ300627,通信设备,通信终端及配件
SZ300777,军工装备,航空装备
SH601717,专用设备,能源及重型设备
SH603712,军工电子,军工电子
SH603086,农化制品,农药
