code,industry,industry_detail
SH688652,半导体,半导体设备
SH688776,军工电子,军工电子
SZ300615,通信设备,通信终端及配件
SZ002196,电机,电机
SH603020,化学制品,食品及饲料添加剂
SH600100,计算机设备,其他计算机设备
SZ300952,服装家纺,鞋帽及其他
SZ002410,软件开发,垂直应用软件
SH605069,环境治理,综合环境治理
SZ301021,自动化设备,激光设备
SZ000783,证券,证券
SH603569,物流,物流
SZ301223,包装印刷,包装
SZ000156,文化传媒,电视广播
SH600987,纺织制造,印染
SZ002271,建筑材料,其他建材
SH605303,建筑装饰,装饰园林
SZ300413,文化传媒,数字媒体
SZ300015,医疗服务,医院
SH603078,电子化学品,电子化学品
SH688499,电池,锂电专用设备
SH600262,专用设备,能源及重型设备
SH600785,零售,百货零售
SH688193,医疗器械,体外诊断
SZ002376,计算机设备,其他计算机设备
SZ002040,港口航运,港口
SZ001367,化学制药,原料药
SH600629,建筑装饰,工程咨询服务
SZ002451,电网设备,线缆部件及其他
SH601727,其他电源设备,其他电源设备
SH688267,化学制品,其他化学制品
SZ301328,其他电子,其他电子
SZ300469,软件开发,垂直应用软件
SZ002034,环境治理,固废治理
SZ301379,光学光电子,面板
SH600517,多元金融,多元金融
SH605056,通用设备,仪器仪表
SZ300276,自动化设备,机器人
SZ002873,中药,中药
SH603068,半导体,模拟芯片设计
SZ300693,其他电源设备,其他电源设备
SH688172,半导体,分立器件
SZ002849,通用设备,仪器仪表
SH605108,旅游及酒店,餐饮
SH601628,保险,保险
SZ002022,医疗器械,体外诊断
SZ003007,软件开发,垂直应用软件
SZ300837,专用设备,能源及重型设备
SH601211,证券,证券
SZ300109,化学制品,其他化学制品
SZ002612,服装家纺,服装
SZ000581,汽车零部件,底盘与发动机系统
SZ301518,化学制品,其他化学制品
SH600790,零售,商业物业经营
SZ301137,通用设备,金属制品
SZ002245,电池,锂电池
SZ002991,食品加工制造,休闲食品
SZ301102,文化传媒,广告营销
SZ300429,电子化学品,电子化学品
SH605151,汽车零部件,车身附件及饰件
SZ300241,光学光电子,LED
SH600530,食品加工制造,其他食品
SH600526,环保设备,环保设备
SH688695,软件开发,横向通用软件
SZ301206,化学制品,食品及饲料添加剂
SH603612,非金属材料,非金属材料
SZ002666,化学制品,其他化学制品
SH600097,养殖业,海洋捕捞
SZ301383,消费电子,消费电子零部件及组装
SZ301459,汽车零部件,底盘与发动机系统
SH603288,食品加工制造,调味发酵品
SZ300807,计算机设备,其他计算机设备
SH600764,军工装备,航海装备
SZ002669,化学制品,其他化学制品
SZ002399,化学制药,化学制剂
SH600056,医药商业,医药流通
SZ002943,通用设备,机床工具
SZ300542,软件开发,垂直应用软件
SH605377,造纸,造纸
SZ001914,房地产,房地产服务
SZ002737,中药,中药
SZ000069,旅游及酒店,旅游综合
SH600583,油气开采及服务,油服工程
SH603093,多元金融,多元金融
SH688701,环境治理,综合环境治理
SH600460,半导体,分立器件
SH601778,电力,新能源发电
SZ300359,教育,教育
SZ300275,专用设备,能源及重型设备
SZ002889,物流,物流
SZ001380,汽车零部件,底盘与发动机系统
SZ301108,美容护理,个护用品
SH600329,中药,中药
SH688338,医疗器械,体外诊断
SZ300381,化学制药,原料药
SZ300200,化学制品,聚氨酯
SZ002903,通用设备,机床工具
SH603381,光伏设备,光伏辅材
SZ000510,化学原料,氯碱
SZ002909,化学制品,有机硅
SZ301015,医药商业,医药流通
SZ002798,家居用品,瓷砖地板
SH603690,半导体,半导体设备
SH688790,半导体,模拟芯片设计
SH600587,医疗器械,医疗设备
SH600601,元件,印制电路板
SZ300124,自动化设备,工控设备
SH603858,中药,中药
SH603919,白酒,白酒
SZ301592,军工电子,军工电子
SH688323,塑料制品,膜材料
SZ300403,白色家电,家电零部件
SH603895,专用设备,其他专用设备
SZ002414,军工电子,军工电子
SZ300675,建筑装饰,工程咨询服务
SZ300694,汽车零部件,底盘与发动机系统
SZ002322,软件开发,垂直应用软件
SH600009,机场航运,机场
SZ001238,家居用品,其他家居用品
SZ301011,家居用品,文娱用品
SH688588,软件开发,垂直应用软件
SH603587,服装家纺,服装
SZ300041,化学制品,有机硅
SH600588,软件开发,横向通用软件
SZ002643,电子化学品,电子化学品
SZ001314,消费电子,消费电子零部件及组装
SZ002706,电网设备,输变电设备
SZ002515,食品加工制造,肉制品
SZ000629,钢铁,冶钢原料
SH603330,塑料制品,其他塑料制品
SZ300396,医疗器械,体外诊断
SZ000060,工业金属,铅锌
SZ301552,汽车零部件,车身附件及饰件
SH603352,汽车零部件,其他汽车零部件
SZ300134,通信设备,通信网络设备及器件
SZ002006,专用设备,其他专用设备
SZ300965,军工装备,航空装备
SZ002557,食品加工制造,休闲食品
SH603737,建筑材料,其他建材
SZ300841,生物制品,疫苗
SZ002708,汽车零部件,底盘与发动机系统
SZ002048,汽车零部件,车身附件及饰件
SH688320,自动化设备,工控设备
SZ001325,橡胶制品,其他橡胶制品
SH688716,塑料制品,合成树脂
SZ001230,环境治理,固废治理
SZ002576,电机,电机
SH601022,港口航运,航运
SH600977,影视院线,影视院线
SZ300971,专用设备,其他专用设备
SZ300304,汽车零部件,汽车电子电气系统
SH603197,汽车零部件,其他汽车零部件
SZ301556,IT服务,IT服务
SZ002654,光学光电子,LED
SZ300792,互联网电商,互联网电商
SZ300941,计算机设备,其他计算机设备
SH603036,专用设备,能源及重型设备
SH600428,港口航运,航运
SZ002774,专用设备,楼宇设备
SZ300755,零售,专业连锁
SZ002978,小金属,其他小金属
SH601020,工业金属,铅锌
SH603124,金属新材料,其他金属新材料
SH603076,专用设备,其他专用设备
SH688816,自动化设备,其他自动化设备
SZ300546,计算机设备,其他计算机设备
SZ300341,医疗器械,医疗设备
SZ300174,化学制品,其他化学制品
SZ002332,化学制药,化学制剂
SH603125,化学制品,其他化学制品
SZ300410,电池,锂电专用设备
SZ300302,计算机设备,其他计算机设备
SH688057,环境治理,水务及水治理
SZ301665,农化制品,农药
SH688567,电池,锂电池
SH688153,半导体,模拟芯片设计
SZ301151,通用设备,金属制品
SZ300232,光学光电子,LED
SZ301181,汽车零部件,底盘与发动机系统
SZ301087,医疗器械,医疗设备
SH688330,电网设备,电气自控设备
SZ300221,塑料制品,改性塑料
SH688599,光伏设备,光伏电池组件
SZ002152,计算机设备,其他计算机设备
SZ002065,IT服务,IT服务
SH603607,包装印刷,包装
SH688755,专用设备,其他专用设备
SH603258,游戏,游戏
SZ300131,其他电子,其他电子
SH603221,家居用品,瓷砖地板
SZ300515,通用设备,仪器仪表
SZ002277,零售,百货零售
SH603337,专用设备,纺织服装设备
SZ300616,家居用品,定制家居
SZ301376,家居用品,成品家居
SZ300578,通信服务,通信应用增值服务
SZ002841,消费电子,品牌消费电子
SZ300484,自动化设备,工控设备
SZ000756,化学制药,原料药
SZ002249,电机,电机
SZ301336,家居用品,成品家居
SZ300884,计算机设备,安防设备
SH603166,汽车零部件,底盘与发动机系统
SZ002237,贵金属,贵金属
SZ301260,专用设备,农用机械
SZ300292,通信服务,通信应用增值服务
SZ301446,工程机械,工程机械
SZ301032,通用设备,其他通用设备
SZ300261,农化制品,农药
SH603008,家居用品,成品家居
SZ301558,互联网电商,互联网电商
SH688582,半导体,模拟芯片设计
SH600520,专用设备,其他专用设备
SZ300959,通信服务,通信应用增值服务
SZ301237,塑料制品,膜材料
SH603707,化学制药,化学制剂
SH603339,通用设备,金属制品
SZ002590,汽车零部件,底盘与发动机系统
SZ301009,美容护理,个护用品
SZ000970,金属新材料,磁性材料
SZ301066,纺织制造,其他纺织
SZ301017,医药商业,药店
SH688768,通用设备,仪器仪表
SZ002230,软件开发,横向通用软件
SZ001282,汽车零部件,底盘与发动机系统
SZ300782,半导体,模拟芯片设计
SH600586,化学原料,纯碱
SH688561,软件开发,横向通用软件
SZ300496,IT服务,IT服务
SZ300513,通信服务,通信工程及服务
SZ002405,软件开发,垂直应用软件
SH600850,IT服务,IT服务
SZ300621,建筑装饰,装饰园林
SH688127,光学光电子,光学元件
SZ300453,医疗器械,医疗耗材
SZ300320,橡胶制品,其他橡胶制品
SZ300025,通信服务,通信工程及服务
SH603896,中药,中药
SH600161,生物制品,血液制品
SZ300479,计算机设备,其他计算机设备
SZ301395,塑料制品,合成树脂
SZ300897,通用设备,仪器仪表
SH600183,元件,印制电路板
SH600458,风电设备,风电零部件
SZ300505,农化制品,磷肥及磷化工
SH600876,光伏设备,光伏辅材
SZ002527,自动化设备,工控设备
SZ002012,造纸,造纸
SH600326,建筑材料,水泥
SZ300778,建筑装饰,工程咨询服务
SZ300986,建筑材料,其他建材
SZ301000,汽车零部件,其他汽车零部件
SZ002819,通用设备,仪器仪表
SH603255,化学制品,其他化学制品
SH688597,电网设备,电气自控设备
SZ000777,通用设备,金属制品
SH688229,IT服务,IT服务
SZ300801,化学制品,其他化学制品
SH688525,半导体,数字芯片设计
SH688529,专用设备,其他专用设备
SH600660,汽车零部件,车身附件及饰件
SZ301638,IT服务,IT服务
SH601811,文化传媒,出版
SZ300887,其他社会服务,专业服务
SH601139,燃气,燃气
SH603677,白色家电,家电零部件
SH600425,建筑材料,水泥
SZ301601,专用设备,能源及重型设备
SH600985,煤炭开采加工,煤炭开采
SZ300563,通信设备,通信线缆及配套
SZ002119,半导体,半导体材料
SZ300678,IT服务,IT服务
SZ000063,通信设备,通信网络设备及器件
SH603889,纺织制造,其他纺织
SH600699,汽车零部件,汽车电子电气系统
SZ001317,物流,物流
SZ301229,汽车零部件,底盘与发动机系统
SH601311,电池,其他电池
SZ300283,电网设备,输变电设备
SZ300481,电子化学品,电子化学品
SZ300155,计算机设备,安防设备
SH688115,通用设备,仪器仪表
SZ300891,化学原料,钛白粉
SZ300553,通用设备,仪器仪表
SZ000559,汽车零部件,底盘与发动机系统
SZ301382,通信服务,通信应用增值服务
SZ002266,环境治理,固废治理
SZ000999,中药,中药
SH603638,工程机械,工程机械
SZ300420,通用设备,其他通用设备
SZ002595,专用设备,其他专用设备
SH688758,化学制药,原料药
SH688466,环境治理,水务及水治理
SH600111,小金属,稀土
SZ301082,电网设备,线缆部件及其他
SH600611,公路铁路运输,公交
SH600479,中药,中药
SZ301135,白色家电,家电零部件
SZ002890,专用设备,农用机械
SZ300144,旅游及酒店,人工景点
SH688720,半导体,半导体材料
SZ300647,消费电子,消费电子零部件及组装
SZ301067,消费电子,消费电子零部件及组装
SZ002625,军工装备,航空装备
SZ002865,光伏设备,光伏电池组件
SZ300901,服装家纺,鞋帽及其他
SH600550,电网设备,输变电设备
SH600571,软件开发,垂直应用软件
SH600661,教育,教育
SH600761,工程机械,工程机械
SZ300876,化学纤维,其他纤维
SZ002787,包装印刷,包装
SH600106,公路铁路运输,高速公路
SZ002603,中药,中药
SZ300624,软件开发,横向通用软件
SZ002484,元件,被动元件
SZ300048,建筑装饰,专业工程
SZ002845,光学光电子,面板
SZ300925,软件开发,垂直应用软件
SH688721,半导体,半导体材料
SZ300967,养殖业,肉鸡养殖
SH600406,电网设备,电气自控设备
SZ301598,专用设备,其他专用设备
SH600196,化学制药,化学制剂
SH605068,汽车零部件,车身附件及饰件
SZ002564,专用设备,能源及重型设备
SH688100,通信设备,通信终端及配件
SZ300077,半导体,数字芯片设计
SH603070,电网设备,输变电设备
SH605003,服装家纺,家纺
SZ000050,光学光电子,面板
SZ000935,多元金融,多元金融
SH600116,电力,电能综合服务
SH603375,半导体,模拟芯片设计
SZ300741,化学制品,食品及饲料添加剂
SH688536,半导体,模拟芯片设计
SZ300617,电网设备,输变电设备
SH603505,化学制品,氟化工
SZ300024,自动化设备,机器人
SZ000058,零售,商业物业经营
SZ002779,专用设备,农用机械
SH600993,中药,中药
SH688007,消费电子,品牌消费电子
SH603270,通用设备,金属制品
SZ000672,建筑材料,水泥
SH688211,通用设备,其他通用设备
SZ300489,光学光电子,光学元件
SZ301022,汽车零部件,其他汽车零部件
SH688606,医疗器械,体外诊断
SZ300847,计算机设备,其他计算机设备
SZ300690,风电设备,风电零部件
SZ002752,包装印刷,包装
SZ002998,化学纤维,涤纶
SH603120,化学制品,其他化学制品
SZ300610,化学制品,其他化学制品
SZ000564,零售,百货零售
SH600749,旅游及酒店,自然景点
SZ002032,小家电,小家电
SZ002130,其他电子,其他电子
SH600510,房地产,住宅开发
SZ300327,半导体,数字芯片设计
SH603155,化学制品,有机硅
SH600500,化学制品,其他化学制品
SZ300454,软件开发,横向通用软件
SZ003006,美容护理,个护用品
SH603610,家居用品,成品家居
SH688448,通用设备,其他通用设备
SZ002690,专用设备,其他专用设备
SH688339,电池,其他电池
SH600120,多元金融,多元金融
SZ002859,其他电子,其他电子
SZ300652,汽车零部件,轮胎轮毂
SZ300715,建筑材料,其他建材
SZ002175,通用设备,仪器仪表
SH688325,半导体,模拟芯片设计
SH689009,汽车服务及其他,其他运输设备
SH603037,汽车零部件,底盘与发动机系统
SZ002391,农化制品,农药
SZ300644,塑料制品,改性塑料
SZ300195,专用设备,印刷包装机械
SZ001218,化学制品,其他化学制品
SH600676,综合,综合
SH603320,电机,电机
SH603709,家居用品,成品家居
SH601702,工业金属,铝
SZ001228,物流,物流
SH688011,军工电子,军工电子
SH601801,文化传媒,出版
SZ301551,文化传媒,电视广播
SZ000886,公路铁路运输,高速公路
SZ300037,电池,电池化学品
SH688113,专用设备,其他专用设备
SZ301024,建筑装饰,工程咨询服务
SH603118,通信设备,通信终端及配件
SH603633,汽车零部件,汽车电子电气系统
SZ300631,环保设备,环保设备
SH688206,软件开发,垂直应用软件
SH603380,消费电子,消费电子零部件及组装
SZ300567,通用设备,仪器仪表
SZ301368,通用设备,金属制品
SZ000799,白酒,白酒
SZ300059,证券,证券
SZ000551,环保设备,环保设备
SZ300101,军工电子,军工电子
SZ001288,专用设备,能源及重型设备
SZ003008,其他社会服务,专业服务
SZ002644,中药,中药
